case_id,replicate_id,temperature,time_months,content_percent
robust_01,13,25.0000,12.0000,97.303839
robust_01,13,25.0000,24.0000,94.329159
robust_01,13,25.0000,36.0000,95.012027
robust_01,14,25.0000,0.0000,101.492884
robust_01,14,25.0000,12.0000,101.454595
robust_01,14,25.0000,24.0000,95.529571
robust_01,14,25.0000,36.0000,91.542424
robust_01,15,25.0000,0.0000,101.494069
robust_01,15,25.0000,12.0000,99.044712
robust_01,15,25.0000,24.0000,95.758146
robust_01,15,25.0000,36.0000,94.178127
robust_01,16,25.0000,0.0000,99.780919
robust_01,16,25.0000,12.0000,96.880286
robust_01,16,25.0000,24.0000,101.025597
robust_01,16,25.0000,36.0000,94.895160
robust_01,17,25.0000,0.0000,98.685950
robust_01,17,25.0000,12.0000,97.281946
robust_01,17,25.0000,24.0000,96.368878
robust_01,17,25.0000,36.0000,97.231512
robust_01,18,25.0000,0.0000,99.182881
robust_01,18,25.0000,12.0000,96.092528
robust_01,18,25.0000,24.0000,99.405954
robust_01,18,25.0000,36.0000,87.773669
robust_01,19,25.0000,0.0000,102.626356
robust_01,19,25.0000,12.0000,99.109388
robust_01,19,25.0000,24.0000,97.903837
robust_01,19,25.0000,36.0000,93.154005
robust_01,20,25.0000,0.0000,99.383714
robust_01,20,25.0000,12.0000,100.889806
robust_01,20,25.0000,24.0000,96.607212
robust_01,20,25.0000,36.0000,93.970509
robust_01,21,25.0000,0.0000,101.950528
robust_01,21,25.0000,12.0000,100.300617
robust_01,21,25.0000,24.0000,93.587503
robust_01,21,25.0000,36.0000,95.275997
robust_01,22,25.0000,0.0000,104.586847
robust_01,22,25.0000,12.0000,96.103279
robust_01,22,25.0000,24.0000,92.875183
robust_01,22,25.0000,36.0000,93.895699
robust_01,23,25.0000,0.0000,102.937062
robust_01,23,25.0000,12.0000,98.923972
robust_01,23,25.0000,24.0000,97.582552
robust_01,23,25.0000,36.0000,96.488997
robust_01,24,25.0000,0.0000,97.580680
robust_01,24,25.0000,12.0000,100.030119
robust_01,24,25.0000,24.0000,95.138168
robust_01,24,25.0000,36.0000,94.628868
robust_01,25,25.0000,0.0000,99.876613
robust_01,25,25.0000,12.0000,98.218858
robust_01,25,25.0000,24.0000,96.085455
robust_01,25,25.0000,36.0000,93.863530
robust_01,26,25.0000,0.0000,102.228474
robust_01,26,25.0000,12.0000,102.802650
robust_01,26,25.0000,24.0000,95.485041
robust_01,26,25.0000,36.0000,91.298248
robust_01,27,25.0000,0.0000,100.139930
robust_01,27,25.0000,12.0000,100.170278
robust_01,27,25.0000,24.0000,96.052294
robust_01,27,25.0000,36.0000,92.861539
robust_01,28,25.0000,0.0000,98.537883
robust_01,28,25.0000,12.0000,96.437585
robust_01,28,25.0000,24.0000,97.753612
robust_01,28,25.0000,36.0000,94.435735
robust_01,29,25.0000,0.0000,100.874331
robust_01,29,25.0000,12.0000,94.642949
robust_01,29,25.0000,24.0000,95.660797
robust_01,29,25.0000,36.0000,97.978440
robust_01,30,25.0000,0.0000,100.181301
robust_01,30,25.0000,12.0000,99.798130
robust_01,30,25.0000,24.0000,93.377798
robust_01,30,25.0000,36.0000,93.495417
robust_01,31,25.0000,0.0000,98.422446
robust_01,31,25.0000,12.0000,95.565741
robust_01,31,25.0000,24.0000,95.475164
robust_01,31,25.0000,36.0000,92.261540
robust_01,32,25.0000,0.0000,97.552783
robust_01,32,25.0000,12.0000,97.223839
robust_01,32,25.0000,24.0000,96.488022
robust_01,32,25.0000,36.0000,95.745130
robust_01,33,25.0000,0.0000,103.486474
robust_01,33,25.0000,12.0000,95.683192
robust_01,33,25.0000,24.0000,94.222221
robust_01,33,25.0000,36.0000,94.340263
robust_01,34,25.0000,0.0000,99.529398
robust_01,34,25.0000,12.0000,96.673007
robust_01,34,25.0000,24.0000,94.198024
robust_01,34,25.0000,36.0000,93.181058
robust_01,35,25.0000,0.0000,97.215137
robust_01,35,25.0000,12.0000,97.914625
robust_01,35,25.0000,24.0000,95.097356
robust_01,35,25.0000,36.0000,94.824699
robust_01,36,25.0000,0.0000,99.670733
robust_01,36,25.0000,12.0000,99.871972
robust_01,36,25.0000,24.0000,97.458997
robust_01,36,25.0000,36.0000,93.042198
robust_01,37,25.0000,0.0000,101.327247
robust_01,37,25.0000,12.0000,98.403510
robust_01,37,25.0000,24.0000,96.517436
robust_01,37,25.0000,36.0000,93.038694
robust_01,38,25.0000,0.0000,101.766252
robust_01,38,25.0000,12.0000,96.239819
robust_01,38,25.0000,24.0000,96.383729
robust_01,38,25.0000,36.0000,95.013204
robust_01,39,25.0000,0.0000,102.367775
robust_01,39,25.0000,12.0000,97.735430
robust_01,39,25.0000,24.0000,94.260445
robust_01,39,25.0000,36.0000,95.244913
robust_01,40,25.0000,0.0000,101.983764
robust_01,40,25.0000,12.0000,96.808108
robust_01,40,25.0000,24.0000,95.094785
robust_01,40,25.0000,36.0000,94.233934
robust_01,41,25.0000,0.0000,101.380399
robust_01,41,25.0000,12.0000,97.443319
robust_01,41,25.0000,24.0000,96.723910
robust_01,41,25.0000,36.0000,95.039711
robust_01,42,25.0000,0.0000,100.439471
robust_01,42,25.0000,12.0000,98.974350
robust_01,42,25.0000,24.0000,98.237519
robust_01,42,25.0000,36.0000,94.902238
robust_01,43,25.0000,0.0000,99.692634
robust_01,43,25.0000,12.0000,103.303130
robust_01,43,25.0000,24.0000,94.778916
robust_01,43,25.0000,36.0000,92.899983
robust_01,44,25.0000,0.0000,97.248211
robust_01,44,25.0000,12.0000,97.574126
robust_01,44,25.0000,24.0000,97.847834
robust_01,44,25.0000,36.0000,93.144168
robust_01,45,25.0000,0.0000,100.913038
robust_01,45,25.0000,12.0000,99.099672
robust_01,45,25.0000,24.0000,100.239416
robust_01,45,25.0000,36.0000,96.368204
robust_01,46,25.0000,0.0000,98.797032
robust_01,46,25.0000,12.0000,92.635967
robust_01,46,25.0000,24.0000,93.541161
robust_01,46,25.0000,36.0000,96.360192
robust_01,47,25.0000,0.0000,98.491259
robust_01,47,25.0000,12.0000,97.905640
robust_01,47,25.0000,24.0000,97.637249
robust_01,47,25.0000,36.0000,93.162832
robust_01,48,25.0000,0.0000,100.918713
robust_01,48,25.0000,12.0000,99.304784
robust_01,48,25.0000,24.0000,96.556759
robust_01,48,25.0000,36.0000,90.089230
robust_01,49,25.0000,0.0000,99.262302
robust_01,49,25.0000,12.0000,97.454708
robust_01,49,25.0000,24.0000,99.969928
robust_01,49,25.0000,36.0000,92.921250
robust_01,50,25.0000,0.0000,103.175096
robust_01,50,25.0000,12.0000,98.908724
robust_01,50,25.0000,24.0000,94.621335
robust_01,50,25.0000,36.0000,94.531717
robust_01,51,25.0000,0.0000,97.743939
robust_01,51,25.0000,12.0000,103.009528
robust_01,51,25.0000,24.0000,96.663929
robust_01,51,25.0000,36.0000,93.720403
robust_01,52,25.0000,0.0000,97.526500
robust_01,52,25.0000,12.0000,101.600423
robust_01,52,25.0000,24.0000,94.264956
robust_01,52,25.0000,36.0000,96.455622
robust_01,53,25.0000,0.0000,99.465839
robust_01,53,25.0000,12.0000,99.677416
robust_01,53,25.0000,24.0000,92.841510
robust_01,53,25.0000,36.0000,96.264758
robust_01,54,25.0000,0.0000,97.148015
robust_01,54,25.0000,12.0000,94.805649
robust_01,54,25.0000,24.0000,93.343365
robust_01,54,25.0000,36.0000,95.002433
robust_01,55,25.0000,0.0000,100.144849
robust_01,55,25.0000,12.0000,97.983007
robust_01,55,25.0000,24.0000,96.980992
robust_01,55,25.0000,36.0000,96.963616
robust_01,56,25.0000,0.0000,101.069675
robust_01,56,25.0000,12.0000,96.612335
robust_01,56,25.0000,24.0000,97.021451
robust_01,56,25.0000,36.0000,92.999032
robust_01,57,25.0000,0.0000,99.665445
robust_01,57,25.0000,12.0000,101.023887
robust_01,57,25.0000,24.0000,96.567241
robust_01,57,25.0000,36.0000,94.895898
robust_01,58,25.0000,0.0000,100.278949
robust_01,58,25.0000,12.0000,94.802202
robust_01,58,25.0000,24.0000,95.262227
robust_01,58,25.0000,36.0000,93.814032
robust_01,59,25.0000,0.0000,99.859482
robust_01,59,25.0000,12.0000,97.126690
robust_01,59,25.0000,24.0000,95.171496
robust_01,59,25.0000,36.0000,96.078834
robust_01,60,25.0000,0.0000,101.430638
robust_01,60,25.0000,12.0000,98.427228
robust_01,60,25.0000,24.0000,95.740378
robust_01,60,25.0000,36.0000,95.482701
robust_01,61,25.0000,0.0000,98.825881
robust_01,61,25.0000,12.0000,100.408699
robust_01,61,25.0000,24.0000,95.926860
robust_01,61,25.0000,36.0000,91.897302
robust_01,62,25.0000,0.0000,99.629253
robust_01,62,25.0000,12.0000,97.089261
robust_01,62,25.0000,24.0000,96.228344
robust_01,62,25.0000,36.0000,94.630983
robust_01,63,25.0000,0.0000,99.390050
robust_01,63,25.0000,12.0000,96.489914
robust_01,63,25.0000,24.0000,95.154223
robust_01,63,25.0000,36.0000,98.117249
robust_01,64,25.0000,0.0000,102.330970
robust_01,64,25.0000,12.0000,102.721540
robust_01,64,25.0000,24.0000,96.553772
robust_01,64,25.0000,36.0000,95.715140
robust_01,65,25.0000,0.0000,98.702453
robust_01,65,25.0000,12.0000,99.818475
robust_01,65,25.0000,24.0000,95.810468
robust_01,65,25.0000,36.0000,93.675282
robust_01,66,25.0000,0.0000,99.882878
robust_01,66,25.0000,12.0000,98.603595
robust_01,66,25.0000,24.0000,97.296244
robust_01,66,25.0000,36.0000,94.098294
robust_01,67,25.0000,0.0000,101.675695
robust_01,67,25.0000,12.0000,98.983166
robust_01,67,25.0000,24.0000,97.302787
robust_01,67,25.0000,36.0000,93.747472
robust_01,68,25.0000,0.0000,97.444483
robust_01,68,25.0000,12.0000,96.986380
robust_01,68,25.0000,24.0000,96.351453
robust_01,68,25.0000,36.0000,92.606590
robust_01,69,25.0000,0.0000,99.938588
robust_01,69,25.0000,12.0000,97.496112
robust_01,69,25.0000,24.0000,94.091098
robust_01,69,25.0000,36.0000,97.091446
robust_01,70,25.0000,0.0000,98.492986
robust_01,70,25.0000,12.0000,97.488284
robust_01,70,25.0000,24.0000,96.509945
robust_01,70,25.0000,36.0000,93.186913
robust_01,71,25.0000,0.0000,96.675778
robust_01,71,25.0000,12.0000,98.195562
robust_01,71,25.0000,24.0000,94.866054
robust_01,71,25.0000,36.0000,95.353155
robust_01,72,25.0000,0.0000,101.210702
robust_01,72,25.0000,12.0000,98.601689
robust_01,72,25.0000,24.0000,96.412493
robust_01,72,25.0000,36.0000,95.258700
robust_01,73,25.0000,0.0000,99.448306
robust_01,73,25.0000,12.0000,95.329817
robust_01,73,25.0000,24.0000,98.863326
robust_01,73,25.0000,36.0000,93.721515
robust_01,74,25.0000,0.0000,96.786713
robust_01,74,25.0000,12.0000,99.927676
robust_01,74,25.0000,24.0000,95.582997
robust_01,74,25.0000,36.0000,93.910956
robust_01,75,25.0000,0.0000,101.436788
robust_01,75,25.0000,12.0000,99.964297
robust_01,75,25.0000,24.0000,95.916162
robust_01,75,25.0000,36.0000,95.809304
robust_01,76,25.0000,0.0000,97.999650
robust_01,76,25.0000,12.0000,96.516575
robust_01,76,25.0000,24.0000,94.952031
robust_01,76,25.0000,36.0000,88.774379
robust_01,77,25.0000,0.0000,97.798639
robust_01,77,25.0000,12.0000,96.764830
robust_01,77,25.0000,24.0000,97.077670
robust_01,77,25.0000,36.0000,93.353520
robust_01,78,25.0000,0.0000,100.286722
robust_01,78,25.0000,12.0000,100.832321
robust_01,78,25.0000,24.0000,94.915365
robust_01,78,25.0000,36.0000,93.401028
robust_01,79,25.0000,0.0000,100.846602
robust_01,79,25.0000,12.0000,100.645443
robust_01,79,25.0000,24.0000,97.603055
robust_01,79,25.0000,36.0000,99.007730
robust_01,80,25.0000,0.0000,102.426573
robust_01,80,25.0000,12.0000,98.354581
robust_01,80,25.0000,24.0000,100.137505
robust_01,80,25.0000,36.0000,94.693809
robust_01,81,25.0000,0.0000,96.486041
robust_01,81,25.0000,12.0000,99.614884
robust_01,81,25.0000,24.0000,99.912740
robust_01,81,25.0000,36.0000,88.260818
robust_01,82,25.0000,0.0000,103.432581
robust_01,82,25.0000,12.0000,98.102004
robust_01,82,25.0000,24.0000,100.540132
robust_01,82,25.0000,36.0000,92.721059
robust_01,83,25.0000,0.0000,99.964628
robust_01,83,25.0000,12.0000,99.368663
robust_01,83,25.0000,24.0000,96.793783
robust_01,83,25.0000,36.0000,97.755656
robust_01,84,25.0000,0.0000,96.464157
robust_01,84,25.0000,12.0000,99.080372
robust_01,84,25.0000,24.0000,96.464180
robust_01,84,25.0000,36.0000,97.950688
robust_01,85,25.0000,0.0000,100.074995
robust_01,85,25.0000,12.0000,95.377050
robust_01,85,25.0000,24.0000,98.748572
robust_01,85,25.0000,36.0000,94.391789
robust_01,86,25.0000,0.0000,98.695227
robust_01,86,25.0000,12.0000,95.140988
robust_01,86,25.0000,24.0000,94.661590
robust_01,86,25.0000,36.0000,95.156102
robust_01,87,25.0000,0.0000,98.415618
robust_01,87,25.0000,12.0000,100.713865
robust_01,87,25.0000,24.0000,95.297364
robust_01,87,25.0000,36.0000,94.891115
robust_01,88,25.0000,0.0000,101.309831
robust_01,88,25.0000,12.0000,98.630338
robust_01,88,25.0000,24.0000,96.696664
robust_01,88,25.0000,36.0000,96.923954
robust_01,89,25.0000,0.0000,100.357446
robust_01,89,25.0000,12.0000,96.867661
robust_01,89,25.0000,24.0000,94.704319
robust_01,89,25.0000,36.0000,92.976944
robust_01,90,25.0000,0.0000,93.962654
robust_01,90,25.0000,12.0000,93.828171
robust_01,90,25.0000,24.0000,97.570872
robust_01,90,25.0000,36.0000,92.109139
robust_01,91,25.0000,0.0000,101.947087
robust_01,91,25.0000,12.0000,97.024749
robust_01,91,25.0000,24.0000,96.534283
robust_01,91,25.0000,36.0000,94.687969
robust_01,92,25.0000,0.0000,102.832976
robust_01,92,25.0000,12.0000,97.716916
robust_01,92,25.0000,24.0000,95.708965
robust_01,92,25.0000,36.0000,94.048783
robust_01,93,25.0000,0.0000,96.888589
robust_01,93,25.0000,12.0000,96.046812
robust_01,93,25.0000,24.0000,94.495389
robust_01,93,25.0000,36.0000,96.081635
robust_01,94,25.0000,0.0000,99.291048
robust_01,94,25.0000,12.0000,97.091648
robust_01,94,25.0000,24.0000,96.554148
robust_01,94,25.0000,36.0000,94.037541
robust_01,95,25.0000,0.0000,98.251750
robust_01,95,25.0000,12.0000,97.447769
robust_01,95,25.0000,24.0000,95.474505
robust_01,95,25.0000,36.0000,93.008427
robust_01,96,25.0000,0.0000,98.538227
robust_01,96,25.0000,12.0000,94.997357
robust_01,96,25.0000,24.0000,95.786875
robust_01,96,25.0000,36.0000,95.086096
robust_01,97,25.0000,0.0000,100.474449
robust_01,97,25.0000,12.0000,97.531851
robust_01,97,25.0000,24.0000,97.649281
robust_01,97,25.0000,36.0000,92.693150
robust_01,98,25.0000,0.0000,99.334408
robust_01,98,25.0000,12.0000,100.101002
robust_01,98,25.0000,24.0000,95.065511
robust_01,98,25.0000,36.0000,93.490800
robust_01,99,25.0000,0.0000,101.994243
robust_01,99,25.0000,12.0000,96.232570
robust_01,99,25.0000,24.0000,95.231132
robust_01,99,25.0000,36.0000,95.292124
robust_01,100,25.0000,0.0000,99.513613
robust_01,100,25.0000,12.0000,96.042868
robust_01,100,25.0000,24.0000,94.389977
robust_01,100,25.0000,36.0000,89.869369
robust_01,101,25.0000,0.0000,100.730776
robust_01,101,25.0000,12.0000,101.747853
robust_01,101,25.0000,24.0000,95.334199
robust_01,101,25.0000,36.0000,92.881132
robust_01,102,25.0000,0.0000,98.695627
robust_01,102,25.0000,12.0000,93.355288
robust_01,102,25.0000,24.0000,97.283715
robust_01,102,25.0000,36.0000,92.343131
robust_01,103,25.0000,0.0000,101.691536
robust_01,103,25.0000,12.0000,96.466161
robust_01,103,25.0000,24.0000,94.965403
robust_01,103,25.0000,36.0000,93.857817
robust_01,104,25.0000,0.0000,99.379924
robust_01,104,25.0000,12.0000,92.992876
robust_01,104,25.0000,24.0000,96.395696
robust_01,104,25.0000,36.0000,93.466027
robust_01,105,25.0000,0.0000,102.639036
robust_01,105,25.0000,12.0000,98.115586
robust_01,105,25.0000,24.0000,97.893255
robust_01,105,25.0000,36.0000,94.179478
robust_01,106,25.0000,0.0000,98.775064
robust_01,106,25.0000,12.0000,100.400495
robust_01,106,25.0000,24.0000,95.018068
robust_01,106,25.0000,36.0000,96.600860
robust_01,107,25.0000,0.0000,100.508605
robust_01,107,25.0000,12.0000,98.302460
robust_01,107,25.0000,24.0000,95.863498
robust_01,107,25.0000,36.0000,93.987803
robust_01,108,25.0000,0.0000,97.539482
robust_01,108,25.0000,12.0000,98.377719
robust_01,108,25.0000,24.0000,96.864828
robust_01,108,25.0000,36.0000,94.455047
robust_01,109,25.0000,0.0000,100.818310
robust_01,109,25.0000,12.0000,99.220253
robust_01,109,25.0000,24.0000,95.374389
robust_01,109,25.0000,36.0000,89.046683
robust_01,110,25.0000,0.0000,99.108077
robust_01,110,25.0000,12.0000,96.597721
robust_01,110,25.0000,24.0000,94.800482
robust_01,110,25.0000,36.0000,92.189048
robust_01,111,25.0000,0.0000,98.612171
robust_01,111,25.0000,12.0000,98.764573
robust_01,111,25.0000,24.0000,93.387002
robust_01,111,25.0000,36.0000,92.375938
robust_01,112,25.0000,0.0000,100.082701
robust_01,112,25.0000,12.0000,95.440952
robust_01,112,25.0000,24.0000,97.161902
robust_01,112,25.0000,36.0000,92.165762
robust_01,113,25.0000,0.0000,101.438774
robust_01,113,25.0000,12.0000,100.757609
robust_01,113,25.0000,24.0000,96.564272
robust_01,113,25.0000,36.0000,96.807174
robust_01,114,25.0000,0.0000,97.411519
robust_01,114,25.0000,12.0000,97.015977
robust_01,114,25.0000,24.0000,96.244921
robust_01,114,25.0000,36.0000,95.691622
robust_01,115,25.0000,0.0000,99.113168
robust_01,115,25.0000,12.0000,99.833998
robust_01,115,25.0000,24.0000,95.454485
robust_01,115,25.0000,36.0000,92.744641
robust_01,116,25.0000,0.0000,102.833821
robust_01,116,25.0000,12.0000,99.863743
robust_01,116,25.0000,24.0000,96.037159
robust_01,116,25.0000,36.0000,92.023676
robust_01,117,25.0000,0.0000,100.126695
robust_01,117,25.0000,12.0000,96.027646
robust_01,117,25.0000,24.0000,93.699974
robust_01,117,25.0000,36.0000,96.927102
robust_01,118,25.0000,0.0000,99.378925
robust_01,118,25.0000,12.0000,97.176634
robust_01,118,25.0000,24.0000,95.635137
robust_01,118,25.0000,36.0000,92.730672
robust_01,119,25.0000,0.0000,104.602894
robust_01,119,25.0000,12.0000,98.713807
robust_01,119,25.0000,24.0000,97.596883
robust_01,119,25.0000,36.0000,91.170393
robust_01,120,25.0000,0.0000,100.855928
robust_01,120,25.0000,12.0000,93.646410
robust_01,120,25.0000,24.0000,96.387915
robust_01,120,25.0000,36.0000,95.224398
robust_01,121,25.0000,0.0000,100.296893
robust_01,121,25.0000,12.0000,98.291206
robust_01,121,25.0000,24.0000,98.177355
robust_01,121,25.0000,36.0000,91.888589
robust_01,122,25.0000,0.0000,100.338245
robust_01,122,25.0000,12.0000,97.760918
robust_01,122,25.0000,24.0000,100.369460
robust_01,122,25.0000,36.0000,92.979687
robust_01,123,25.0000,0.0000,99.058538
robust_01,123,25.0000,12.0000,97.527497
robust_01,123,25.0000,24.0000,96.420272
robust_01,123,25.0000,36.0000,94.485728
robust_01,124,25.0000,0.0000,99.216561
robust_01,124,25.0000,12.0000,98.214424
robust_01,124,25.0000,24.0000,95.164179
robust_01,124,25.0000,36.0000,94.400162
robust_01,125,25.0000,0.0000,98.824736
robust_01,125,25.0000,12.0000,98.156531
robust_01,125,25.0000,24.0000,93.053357
robust_01,125,25.0000,36.0000,92.830929
robust_01,126,25.0000,0.0000,97.819909
robust_01,126,25.0000,12.0000,99.577210
robust_01,126,25.0000,24.0000,99.810496
robust_01,126,25.0000,36.0000,96.310667
robust_01,127,25.0000,0.0000,104.480012
robust_01,127,25.0000,12.0000,98.274687
robust_01,127,25.0000,24.0000,92.243284
robust_01,127,25.0000,36.0000,92.103784
robust_01,128,25.0000,0.0000,99.653524
robust_01,128,25.0000,12.0000,98.766054
robust_01,128,25.0000,24.0000,94.955596
robust_01,128,25.0000,36.0000,91.045652
robust_01,129,25.0000,0.0000,103.408100
robust_01,129,25.0000,12.0000,99.539500
robust_01,129,25.0000,24.0000,95.064151
robust_01,129,25.0000,36.0000,96.143883
robust_01,130,25.0000,0.0000,101.208680
robust_01,130,25.0000,12.0000,97.728230
robust_01,130,25.0000,24.0000,96.403358
robust_01,130,25.0000,36.0000,92.766120
robust_01,131,25.0000,0.0000,99.409408
robust_01,131,25.0000,12.0000,100.983063
robust_01,131,25.0000,24.0000,96.072853
robust_01,131,25.0000,36.0000,94.738453
robust_01,132,25.0000,0.0000,99.360562
robust_01,132,25.0000,12.0000,95.266137
robust_01,132,25.0000,24.0000,93.489339
robust_01,132,25.0000,36.0000,96.135125
robust_01,133,25.0000,0.0000,100.536293
robust_01,133,25.0000,12.0000,96.909023
robust_01,133,25.0000,24.0000,99.366660
robust_01,133,25.0000,36.0000,94.236931
robust_01,134,25.0000,0.0000,99.366514
robust_01,134,25.0000,12.0000,99.533871
robust_01,134,25.0000,24.0000,93.405060
robust_01,134,25.0000,36.0000,94.616581
robust_01,135,25.0000,0.0000,97.831742
robust_01,135,25.0000,12.0000,97.238573
robust_01,135,25.0000,24.0000,96.634472
robust_01,135,25.0000,36.0000,92.821392
robust_01,136,25.0000,0.0000,101.826131
robust_01,136,25.0000,12.0000,98.744104
robust_01,136,25.0000,24.0000,94.918671
robust_01,136,25.0000,36.0000,95.287743
robust_01,137,25.0000,0.0000,98.653072
robust_01,137,25.0000,12.0000,98.470069
robust_01,137,25.0000,24.0000,94.009289
robust_01,137,25.0000,36.0000,91.871759
robust_01,138,25.0000,0.0000,101.332244
robust_01,138,25.0000,12.0000,97.622105
robust_01,138,25.0000,24.0000,95.847321
robust_01,138,25.0000,36.0000,92.060893
robust_01,139,25.0000,0.0000,100.179644
robust_01,139,25.0000,12.0000,99.645664
robust_01,139,25.0000,24.0000,95.131599
robust_01,139,25.0000,36.0000,91.255420
robust_01,140,25.0000,0.0000,103.280789
robust_01,140,25.0000,12.0000,97.367296
robust_01,140,25.0000,24.0000,94.477994
robust_01,140,25.0000,36.0000,94.923028
robust_01,141,25.0000,0.0000,101.566614
robust_01,141,25.0000,12.0000,96.874070
robust_01,141,25.0000,24.0000,95.869484
robust_01,141,25.0000,36.0000,95.620859
robust_01,142,25.0000,0.0000,100.113360
robust_01,142,25.0000,12.0000,100.166849
robust_01,142,25.0000,24.0000,98.800530
robust_01,142,25.0000,36.0000,95.684477
robust_01,143,25.0000,0.0000,100.938069
robust_01,143,25.0000,12.0000,100.159473
robust_01,143,25.0000,24.0000,96.784421
robust_01,143,25.0000,36.0000,92.085270
robust_01,144,25.0000,0.0000,99.241831
robust_01,144,25.0000,12.0000,99.912134
robust_01,144,25.0000,24.0000,98.886423
robust_01,144,25.0000,36.0000,95.431812
robust_01,145,25.0000,0.0000,106.510947
robust_01,145,25.0000,12.0000,96.508459
robust_01,145,25.0000,24.0000,94.531039
robust_01,145,25.0000,36.0000,94.404846
robust_01,146,25.0000,0.0000,100.851055
robust_01,146,25.0000,12.0000,101.569004
robust_01,146,25.0000,24.0000,94.946437
robust_01,146,25.0000,36.0000,93.156918
robust_01,147,25.0000,0.0000,101.327661
robust_01,147,25.0000,12.0000,95.317646
robust_01,147,25.0000,24.0000,95.302265
robust_01,147,25.0000,36.0000,92.481226
robust_01,148,25.0000,0.0000,100.599347
robust_01,148,25.0000,12.0000,98.899423
robust_01,148,25.0000,24.0000,96.769716
robust_01,148,25.0000,36.0000,91.978480
robust_01,149,25.0000,0.0000,104.740323
robust_01,149,25.0000,12.0000,96.728689
robust_01,149,25.0000,24.0000,98.656498
robust_01,149,25.0000,36.0000,93.814835
robust_01,150,25.0000,0.0000,102.680164
robust_01,150,25.0000,12.0000,98.251459
robust_01,150,25.0000,24.0000,95.538278
robust_01,150,25.0000,36.0000,94.469114
robust_01,151,25.0000,0.0000,96.604691
robust_01,151,25.0000,12.0000,99.172523
robust_01,151,25.0000,24.0000,94.820331
robust_01,151,25.0000,36.0000,93.404530
robust_01,152,25.0000,0.0000,98.856886
robust_01,152,25.0000,12.0000,100.968247
robust_01,152,25.0000,24.0000,97.112003
robust_01,152,25.0000,36.0000,92.743098
robust_01,153,25.0000,0.0000,101.542064
robust_01,153,25.0000,12.0000,99.906546
robust_01,153,25.0000,24.0000,99.001943
robust_01,153,25.0000,36.0000,94.548201
robust_01,154,25.0000,0.0000,100.384212
robust_01,154,25.0000,12.0000,98.287543
robust_01,154,25.0000,24.0000,98.697890
robust_01,154,25.0000,36.0000,97.117286
robust_01,155,25.0000,0.0000,101.838244
robust_01,155,25.0000,12.0000,101.841035
robust_01,155,25.0000,24.0000,93.810043
robust_01,155,25.0000,36.0000,90.535007
robust_01,156,25.0000,0.0000,102.528373
robust_01,156,25.0000,12.0000,99.353861
robust_01,156,25.0000,24.0000,93.427360
robust_01,156,25.0000,36.0000,92.199653
robust_01,157,25.0000,0.0000,99.071766
robust_01,157,25.0000,12.0000,97.552632
robust_01,157,25.0000,24.0000,97.494382
robust_01,157,25.0000,36.0000,93.076632
robust_01,158,25.0000,0.0000,97.755576
robust_01,158,25.0000,12.0000,99.468388
